 Escolaridade da população de 15 anos ou mais - Brasil
Distrib população p/escolarid por Município e Escolaridade
Período:2010
"Município";"Sem instrução/1º ciclo fundamental incompleto";"1º ciclo fundamental completo/2º ciclo incompleto";"2º ciclo fundamental completo ou mais";"Não determinada";"Total"
"315200 POMPEU";32,46;10,52;43,62;13,40;100,00
"315210 PONTE NOVA";23,53;17,30;49,97;9,20;100,00
"315213 PONTO CHIQUE";33,83;14,99;35,67;15,52;100,00
"315217 PONTO DOS VOLANTES";49,11;11,64;30,00;9,25;100,00
"315220 PORTEIRINHA";41,25;11,06;38,98;8,71;100,00
"315230 PORTO FIRME";38,67;16,21;33,28;11,84;100,00
"315240 POTE";42,82;15,43;32,48;9,27;100,00
"315250 POUSO ALEGRE";15,45;15,13;60,86;8,57;100,00
"315260 POUSO ALTO";32,03;17,22;37,13;13,62;100,00
"315270 PRADOS";35,86;13,26;38,51;12,37;100,00
"315280 PRATA";30,56;18,29;39,23;11,92;100,00
"315290 PRATAPOLIS";25,13;17,70;45,35;11,82;100,00
"315300 PRATINHA";31,44;15,93;40,11;12,51;100,00
"315310 PRESIDENTE BERNARDES";41,47;12,51;32,51;13,51;100,00
"315320 PRESIDENTE JUSCELINO";43,57;13,00;30,00;13,43;100,00
"315330 PRESIDENTE KUBITSCHEK";45,40;15,13;29,17;10,29;100,00
"315340 PRESIDENTE OLEGARIO";30,59;13,93;42,13;13,35;100,00
"315350 ALTO JEQUITIBA";37,59;15,74;37,58;9,08;100,00
"315360 PRUDENTE DE MORAIS";22,44;17,25;49,13;11,19;100,00
"315370 QUARTEL GERAL";36,55;12,59;38,48;12,38;100,00
"315380 QUELUZITO";30,95;17,82;37,19;14,04;100,00
"315390 RAPOSOS";20,61;15,20;54,34;9,85;100,00
"315400 RAUL SOARES";40,32;13,06;35,83;10,78;100,00
"315410 RECREIO";28,18;13,88;44,24;13,70;100,00
"315415 REDUTO";40,51;17,19;29,56;12,75;100,00
"315420 RESENDE COSTA";32,00;21,88;37,40;8,72;100,00
"315430 RESPLENDOR";36,35;14,58;37,51;11,56;100,00
"315440 RESSAQUINHA";32,34;16,25;38,50;12,91;100,00
"315445 RIACHINHO";35,41;13,34;37,55;13,69;100,00
"315450 RIACHO DOS MACHADOS";37,42;11,80;38,07;12,71;100,00
"315460 RIBEIRAO DAS NEVES";25,13;16,72;46,26;11,88;100,00
"315470 RIBEIRAO VERMELHO";18,71;18,19;54,65;8,45;100,00
"315480 RIO ACIMA";23,70;21,98;39,72;14,60;100,00
"315490 RIO CASCA";36,01;16,38;35,59;12,02;100,00
"315500 RIO DOCE";26,85;18,93;36,19;18,02;100,00
"315510 RIO DO PRADO";43,99;12,58;31,21;12,22;100,00
"315520 RIO ESPERA";46,98;12,48;26,81;13,74;100,00
"315530 RIO MANSO";42,23;19,49;27,99;10,29;100,00
"315540 RIO NOVO";27,23;13,58;48,57;10,61;100,00
"315550 RIO PARANAIBA";32,21;18,33;36,65;12,80;100,00
"315560 RIO PARDO DE MINAS";43,34;12,03;33,71;10,92;100,00
"315570 RIO PIRACICABA";31,89;13,94;42,24;11,93;100,00
"315580 RIO POMBA";23,68;17,81;46,79;11,71;100,00
"315590 RIO PRETO";32,23;13,18;43,00;11,59;100,00
"315600 RIO VERMELHO";51,73;11,43;27,56;9,28;100,00
"315610 RITAPOLIS";37,95;18,96;32,90;10,19;100,00
"315620 ROCHEDO DE MINAS";28,35;21,12;40,27;10,25;100,00
"315630 RODEIRO";24,57;21,39;36,76;17,28;100,00
"315640 ROMARIA";24,57;18,43;44,52;12,48;100,00
"315645 ROSARIO DA LIMEIRA";38,96;14,58;33,75;12,71;100,00
"315650 RUBELITA";50,05;11,49;25,89;12,57;100,00
"315660 RUBIM";44,11;18,23;27,51;10,15;100,00
"315670 SABARA";19,91;14,39;55,62;10,08;100,00
"315680 SABINOPOLIS";38,59;12,44;34,91;14,06;100,00
"315690 SACRAMENTO";26,85;15,20;45,99;11,96;100,00
"315700 SALINAS";40,84;13,10;37,63;8,43;100,00
"315710 SALTO DA DIVISA";46,26;15,01;28,97;9,77;100,00
"315720 SANTA BARBARA";21,03;15,74;52,93;10,30;100,00
"315725 SANTA BARBARA DO LESTE";33,42;21,92;29,41;15,25;100,00
"315727 SANTA BARBARA DO MONTE VERDE";43,81;12,90;27,28;16,01;100,00
"315730 SANTA BARBARA DO TUGURIO";37,60;15,30;32,52;14,58;100,00
"315733 SANTA CRUZ DE MINAS";23,43;20,11;46,96;9,50;100,00
"315737 SANTA CRUZ DE SALINAS";46,43;15,05;26,06;12,45;100,00
"315740 SANTA CRUZ DO ESCALVADO";41,95;20,21;28,77;9,07;100,00
"315750 SANTA EFIGENIA DE MINAS";43,58;13,17;29,77;13,47;100,00
"315760 SANTA FE DE MINAS";38,07;13,31;36,89;11,73;100,00
"315765 SANTA HELENA DE MINAS";41,59;13,86;34,18;10,37;100,00
"315770 SANTA JULIANA";26,67;14,15;43,41;15,76;100,00
"315780 SANTA LUZIA";22,56;14,75;52,13;10,55;100,00
"315790 SANTA MARGARIDA";33,18;16,24;27,09;23,50;100,00
"315800 SANTA MARIA DE ITABIRA";39,55;15,33;33,27;11,86;100,00
"315810 SANTA MARIA DO SALTO";45,85;16,59;31,07;6,49;100,00
"315820 SANTA MARIA DO SUACUI";40,01;14,63;33,79;11,57;100,00
"315830 SANTANA DA VARGEM";30,83;18,19;41,76;9,22;100,00
"315840 SANTANA DE CATAGUASES";34,37;12,93;43,67;9,03;100,00
"315850 SANTANA DE PIRAPAMA";44,36;11,26;28,86;15,52;100,00
"315860 SANTANA DO DESERTO";32,46;13,23;40,62;13,70;100,00
"315870 SANTANA DO GARAMBEU";33,60;20,07;35,21;11,12;100,00
"315880 SANTANA DO JACARE";41,70;13,31;35,32;9,67;100,00
"315890 SANTANA DO MANHUACU";41,39;17,45;29,54;11,61;100,00
"315895 SANTANA DO PARAISO";26,83;16,55;45,67;10,95;100,00
"315900 SANTANA DO RIACHO";36,71;15,24;36,65;11,40;100,00
"315910 SANTANA DOS MONTES";31,77;12,14;32,86;23,22;100,00
"315920 SANTA RITA DE CALDAS";35,73;18,14;38,35;7,77;100,00
"315930 SANTA RITA DE JACUTINGA";31,06;17,43;37,65;13,86;100,00
"315935 SANTA RITA DE MINAS";36,12;20,11;29,66;14,10;100,00
"315940 SANTA RITA DE IBITIPOCA";37,16;13,17;29,87;19,80;100,00
"315950 SANTA RITA DO ITUETO";45,65;12,13;26,93;15,29;100,00
"315960 SANTA RITA DO SAPUCAI";25,31;14,66;51,31;8,72;100,00
"315970 SANTA ROSA DA SERRA";31,07;17,64;39,75;11,53;100,00
"315980 SANTA VITORIA";31,44;16,51;41,25;10,80;100,00
"315990 SANTO ANTONIO DO AMPARO";32,71;14,91;40,37;12,01;100,00
"316000 SANTO ANTONIO DO AVENTUREIRO";39,48;15,67;32,30;12,55;100,00
"316010 SANTO ANTONIO DO GRAMA";34,91;17,26;32,48;15,35;100,00
"316020 SANTO ANTONIO DO ITAMBE";52,23;12,95;25,76;9,06;100,00
"316030 SANTO ANTONIO DO JACINTO";53,78;13,16;25,00;8,05;100,00
"316040 SANTO ANTONIO DO MONTE";24,42;16,40;47,88;11,31;100,00
"316045 SANTO ANTONIO DO RETIRO";47,63;14,37;29,50;8,51;100,00
"316050 SANTO ANTONIO DO RIO ABAIXO";38,19;9,10;38,86;13,84;100,00
"316060 SANTO HIPOLITO";34,72;20,72;34,05;10,51;100,00
"316070 SANTOS DUMONT";21,23;15,00;55,24;8,53;100,00
"316080 SAO BENTO ABADE";33,02;15,26;40,09;11,64;100,00
"316090 SAO BRAS DO SUACUI";32,76;15,33;39,29;12,61;100,00
"316095 SAO DOMINGOS DAS DORES";38,03;13,01;33,01;15,95;100,00
"316100 SAO DOMINGOS DO PRATA";35,53;16,17;38,85;9,46;100,00
"316105 SAO FELIX DE MINAS";43,52;14,39;30,08;12,01;100,00
"316110 SAO FRANCISCO";35,32;15,62;40,49;8,56;100,00
"316120 SAO FRANCISCO DE PAULA";33,13;19,69;34,29;12,89;100,00
"316130 SAO FRANCISCO DE SALES";30,96;14,86;38,90;15,28;100,00
"316140 SAO FRANCISCO DO GLORIA";30,62;15,41;34,30;19,67;100,00
"316150 SAO GERALDO";33,34;21,34;35,12;10,20;100,00
"316160 SAO GERALDO DA PIEDADE";41,61;14,87;30,46;13,06;100,00
"316165 SAO GERALDO DO BAIXIO";46,41;12,17;28,13;13,29;100,00
"316170 SAO GONCALO DO ABAETE";32,57;18,64;37,58;11,20;100,00
"316180 SAO GONCALO DO PARA";30,28;19,31;36,62;13,79;100,00
"316190 SAO GONCALO DO RIO ABAIXO";34,81;15,97;39,09;10,14;100,00
"316200 SAO GONCALO DO SAPUCAI";29,58;16,29;43,45;10,68;100,00
"316210 SAO GOTARDO";27,05;16,07;46,14;10,74;100,00
"316220 SAO JOAO BATISTA DO GLORIA";29,35;18,14;41,55;10,96;100,00
"316225 SAO JOAO DA LAGOA";34,04;18,33;34,64;12,98;100,00
"316230 SAO JOAO DA MATA";38,73;12,13;33,23;15,92;100,00
"316240 SAO JOAO DA PONTE";51,19;13,97;24,53;10,31;100,00
"316245 SAO JOAO DAS MISSOES";49,33;13,82;27,01;9,84;100,00
"316250 SAO JOAO DEL REI";17,95;16,00;56,61;9,43;100,00
"316255 SAO JOAO DO MANHUACU";35,35;15,99;32,91;15,76;100,00
"316257 SAO JOAO DO MANTENINHA";48,90;9,89;31,79;9,42;100,00
"316260 SAO JOAO DO ORIENTE";34,34;19,13;32,77;13,77;100,00
"316265 SAO JOAO DO PACUI";41,87;13,56;31,18;13,39;100,00
"316270 SAO JOAO DO PARAISO";48,95;12,22;32,11;6,73;100,00
"316280 SAO JOAO EVANGELISTA";38,36;17,68;35,33;8,63;100,00
"316290 SAO JOAO NEPOMUCENO";23,40;16,56;45,57;14,47;100,00
"316292 SAO JOAQUIM DE BICAS";29,95;14,88;42,04;13,13;100,00
"316294 SAO JOSE DA BARRA";23,64;15,01;48,10;13,25;100,00
"316295 SAO JOSE DA LAPA";20,74;12,69;53,88;12,69;100,00
"316300 SAO JOSE DA SAFIRA";41,90;17,07;28,77;12,26;100,00
"316310 SAO JOSE DA VARGINHA";32,45;13,23;41,41;12,91;100,00
"316320 SAO JOSE DO ALEGRE";29,95;17,27;42,45;10,33;100,00
"316330 SAO JOSE DO DIVINO";33,39;14,15;41,10;11,36;100,00
"316340 SAO JOSE DO GOIABAL";34,66;12,92;38,63;13,79;100,00
"316350 SAO JOSE DO JACURI";42,06;20,55;26,13;11,26;100,00
"316360 SAO JOSE DO MANTIMENTO";35,31;11,96;36,04;16,69;100,00
"316370 SAO LOURENCO";18,42;14,85;58,47;8,26;100,00
"316380 SAO MIGUEL DO ANTA";38,63;17,19;31,14;13,04;100,00
"316390 SAO PEDRO DA UNIAO";40,90;13,62;35,68;9,80;100,00
"316400 SAO PEDRO DOS FERROS";37,38;13,04;37,84;11,74;100,00
"316410 SAO PEDRO DO SUACUI";44,50;12,62;29,80;13,07;100,00
"316420 SAO ROMAO";33,54;12,94;44,17;9,35;100,00
"316430 SAO ROQUE DE MINAS";39,52;17,26;30,54;12,69;100,00
"316440 SAO SEBASTIAO DA BELA VISTA";32,74;18,56;40,47;8,23;100,00
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";48,15;8,02;35,22;8,61;100,00
"316447 SAO SEBASTIAO DO ANTA";39,93;15,91;28,65;15,51;100,00
"316450 SAO SEBASTIAO DO MARANHAO";50,81;13,97;25,45;9,77;100,00
"316460 SAO SEBASTIAO DO OESTE";53,37;12,08;25,90;8,65;100,00
"316470 SAO SEBASTIAO DO PARAISO";26,26;16,73;48,31;8,69;100,00
"316480 SAO SEBASTIAO DO RIO PRETO";46,39;18,14;28,57;6,90;100,00
"316490 SAO SEBASTIAO DO RIO VERDE";31,59;19,78;39,09;9,54;100,00
"316500 SAO TIAGO";35,16;15,29;34,66;14,89;100,00
"316510 SAO TOMAS DE AQUINO";34,04;14,92;37,75;13,29;100,00
"316520 SAO THOME DAS LETRAS";35,63;11,96;41,46;10,96;100,00
"316530 SAO VICENTE DE MINAS";22,57;15,16;50,26;12,01;100,00
"316540 SAPUCAI-MIRIM";40,40;12,11;38,07;9,42;100,00
"316550 SARDOA";37,95;16,19;35,16;10,70;100,00
"316553 SARZEDO";21,04;15,26;54,49;9,20;100,00
"316555 SETUBINHA";49,57;16,75;25,37;8,32;100,00
"316556 SEM-PEIXE";43,37;17,39;34,52;4,73;100,00
"316557 SENADOR AMARAL";34,32;15,90;36,78;13,00;100,00
"316560 SENADOR CORTES";33,95;16,91;34,55;14,59;100,00
"316570 SENADOR FIRMINO";40,61;16,29;32,41;10,70;100,00
"316580 SENADOR JOSE BENTO";38,34;18,36;34,09;9,21;100,00
"316590 SENADOR MODESTINO GONCALVES";38,93;13,30;35,62;12,15;100,00
"316600 SENHORA DE OLIVEIRA";42,41;13,50;32,36;11,73;100,00
"316610 SENHORA DO PORTO";47,80;19,80;18,94;13,46;100,00
"316620 SENHORA DOS REMEDIOS";37,22;15,98;31,63;15,17;100,00
"316630 SERICITA";49,46;17,27;22,42;10,85;100,00
"316640 SERITINGA";28,28;17,33;42,11;12,28;100,00
"316650 SERRA AZUL DE MINAS";46,58;10,92;28,29;14,20;100,00
"316660 SERRA DA SAUDADE";35,26;19,03;36,97;8,74;100,00
"316670 SERRA DOS AIMORES";32,69;13,26;41,26;12,79;100,00
"316680 SERRA DO SALITRE";30,55;18,71;39,59;11,15;100,00
"316690 SERRANIA";33,98;12,29;39,90;13,83;100,00
"316695 SERRANOPOLIS DE MINAS";43,47;11,72;32,30;12,51;100,00
"316700 SERRANOS";38,47;19,04;32,55;9,94;100,00
"316710 SERRO";39,07;13,76;34,15;13,02;100,00
"316720 SETE LAGOAS";15,63;16,21;58,48;9,68;100,00
"316730 SILVEIRANIA";37,40;15,41;34,59;12,60;100,00
"316740 SILVIANOPOLIS";30,09;17,38;38,43;14,10;100,00
"316750 SIMAO PEREIRA";35,01;14,30;34,86;15,83;100,00
"316760 SIMONESIA";36,58;15,84;31,87;15,71;100,00
"316770 SOBRALIA";41,38;15,34;31,46;11,82;100,00
"316780 SOLEDADE DE MINAS";31,72;14,51;43,48;10,30;100,00
"316790 TABULEIRO";37,76;13,23;35,92;13,08;100,00
"316800 TAIOBEIRAS";37,13;14,36;40,60;7,92;100,00
"316805 TAPARUBA";38,86;12,08;35,63;13,43;100,00
"316810 TAPIRA";34,15;12,13;41,62;12,10;100,00
"316820 TAPIRAI";45,22;13,96;32,53;8,28;100,00
"316830 TAQUARACU DE MINAS";37,27;16,54;33,37;12,82;100,00
"316840 TARUMIRIM";40,74;16,26;30,74;12,26;100,00
"316850 TEIXEIRAS";34,41;13,02;40,24;12,33;100,00
"316860 TEOFILO OTONI";26,90;14,38;49,04;9,68;100,00
"316870 TIMOTEO";15,26;12,58;64,86;7,29;100,00
"316880 TIRADENTES";22,35;18,74;48,29;10,62;100,00
"316890 TIROS";44,87;10,19;33,14;11,80;100,00
"316900 TOCANTINS";29,48;16,64;41,98;11,90;100,00
"316905 TOCOS DO MOJI";31,94;17,00;36,91;14,15;100,00
"316910 TOLEDO";38,80;15,89;34,33;10,97;100,00
"316920 TOMBOS";28,81;14,07;43,52;13,60;100,00
"316930 TRES CORACOES";21,75;14,11;55,61;8,52;100,00
"316935 TRES MARIAS";23,03;11,57;56,58;8,82;100,00
"316940 TRES PONTAS";28,00;14,55;47,57;9,88;100,00
"316950 TUMIRITINGA";35,14;20,23;30,71;13,92;100,00
"316960 TUPACIGUARA";30,85;14,52;44,43;10,21;100,00
"316970 TURMALINA";33,35;15,56;40,98;10,10;100,00
"316980 TURVOLANDIA";32,22;17,86;39,97;9,95;100,00
"316990 UBA";24,39;15,52;49,30;10,78;100,00
"317000 UBAI";33,29;19,05;36,44;11,23;100,00
"317005 UBAPORANGA";35,97;18,64;29,27;16,11;100,00
"317010 UBERABA";15,60;14,38;61,57;8,45;100,00
"317020 UBERLANDIA";14,78;13,45;63,48;8,29;100,00
"317030 UMBURATIBA";39,00;15,54;37,02;8,43;100,00
"317040 UNAI";24,92;14,18;50,01;10,89;100,00
"317043 UNIAO DE MINAS";39,55;11,30;34,67;14,48;100,00
"317047 URUANA DE MINAS";35,99;11,56;39,11;13,33;100,00
"317050 URUCANIA";31,75;19,89;34,03;14,34;100,00
"317052 URUCUIA";32,15;16,33;43,35;8,17;100,00
"317057 VARGEM ALEGRE";41,07;17,62;30,13;11,19;100,00
"317060 VARGEM BONITA";31,12;22,40;37,81;8,67;100,00
"317065 VARGEM GRANDE DO RIO PARDO";43,16;11,61;36,93;8,30;100,00
"317070 VARGINHA";16,36;13,16;61,66;8,82;100,00
"317075 VARJAO DE MINAS";22,06;13,90;45,92;18,12;100,00
"317080 VARZEA DA PALMA";32,58;14,32;42,49;10,61;100,00
"317090 VARZELANDIA";42,76;16,55;29,87;10,82;100,00
"317100 VAZANTE";24,86;12,52;53,16;9,46;100,00
"317103 VERDELANDIA";39,80;18,23;29,09;12,89;100,00
"317107 VEREDINHA";37,17;13,89;36,91;12,04;100,00
"317110 VERISSIMO";31,71;20,51;30,71;17,06;100,00
"317115 VERMELHO NOVO";38,99;19,05;31,41;10,55;100,00
"317120 VESPASIANO";24,67;15,33;46,73;13,27;100,00
"317130 VICOSA";18,08;13,24;59,09;9,59;100,00
"317140 VIEIRAS";37,58;11,45;37,64;13,33;100,00
"317150 MATHIAS LOBATO";34,44;21,87;30,50;13,20;100,00
"317160 VIRGEM DA LAPA";45,48;12,78;32,02;9,71;100,00
"317170 VIRGINIA";39,65;14,29;34,48;11,58;100,00
"317180 VIRGINOPOLIS";33,14;14,57;41,05;11,23;100,00
"317190 VIRGOLANDIA";42,93;15,03;30,09;11,95;100,00
"317200 VISCONDE DO RIO BRANCO";26,01;17,50;43,69;12,80;100,00
"317210 VOLTA GRANDE";34,40;15,64;40,33;9,63;100,00
"317220 WENCESLAU BRAZ";41,15;10,71;37,75;10,40;100,00
"320010 AFONSO CLAUDIO";35,42;15,33;36,48;12,77;100,00
"320013 AGUIA BRANCA";33,12;16,78;40,85;9,24;100,00
"320016 AGUA DOCE DO NORTE";36,19;17,79;36,09;9,93;100,00
"320020 ALEGRE";27,72;13,10;48,88;10,29;100,00
"320030 ALFREDO CHAVES";32,61;14,23;41,74;11,42;100,00
"320035 ALTO RIO NOVO";34,14;16,80;36,74;12,32;100,00
"320040 ANCHIETA";18,57;17,40;51,52;12,50;100,00
"320050 APIACA";29,51;19,00;40,45;11,04;100,00
"320060 ARACRUZ";19,38;14,04;57,82;8,77;100,00
"320070 ATILIO VIVACQUA";30,91;13,74;46,68;8,67;100,00
"320080 BAIXO GUANDU";29,78;14,04;47,51;8,67;100,00
"320090 BARRA DE SAO FRANCISCO";33,42;12,98;43,71;9,88;100,00
"320100 BOA ESPERANCA";31,05;17,86;42,35;8,74;100,00
"320110 BOM JESUS DO NORTE";18,64;13,93;56,46;10,97;100,00
"320115 BREJETUBA";37,67;15,89;35,58;10,85;100,00
"320120 CACHOEIRO DE ITAPEMIRIM";20,44;14,42;55,25;9,89;100,00
"320130 CARIACICA";20,74;15,71;53,08;10,48;100,00
"320140 CASTELO";27,95;12,05;48,05;11,95;100,00
"320150 COLATINA";21,86;15,56;52,99;9,59;100,00
"320160 CONCEICAO DA BARRA";29,23;15,23;45,52;10,02;100,00
"320170 CONCEICAO DO CASTELO";31,69;18,60;37,36;12,36;100,00
"320180 DIVINO DE SAO LOURENCO";37,09;15,71;33,18;14,01;100,00
"320190 DOMINGOS MARTINS";35,40;13,70;33,25;17,65;100,00
"320200 DORES DO RIO PRETO";36,07;15,74;36,93;11,26;100,00
"320210 ECOPORANGA";38,13;15,56;37,76;8,54;100,00
"320220 FUNDAO";26,24;15,85;47,64;10,27;100,00
"320225 GOVERNADOR LINDENBERG";29,32;13,74;40,86;16,08;100,00
"320230 GUACUI";27,59;14,99;47,74;9,68;100,00
"320240 GUARAPARI";20,75;15,33;54,71;9,20;100,00
"320245 IBATIBA";38,02;17,74;31,94;12,30;100,00
"320250 IBIRACU";24,45;19,43;48,30;7,82;100,00
"320255 IBITIRAMA";41,60;15,26;30,98;12,17;100,00
"320260 ICONHA";24,86;18,94;47,30;8,90;100,00
"320265 IRUPI";38,01;17,74;31,77;12,48;100,00
"320270 ITAGUACU";29,54;16,03;43,60;10,83;100,00
"320280 ITAPEMIRIM";34,20;15,18;38,21;12,42;100,00
"320290 ITARANA";37,21;13,43;40,92;8,44;100,00
"320300 IUNA";33,00;16,78;37,97;12,25;100,00
"320305 JAGUARE";32,67;16,26;40,19;10,88;100,00
"320310 JERONIMO MONTEIRO";27,38;18,91;44,40;9,32;100,00
"320313 JOAO NEIVA";18,36;16,82;54,81;10,01;100,00
"320316 LARANJA DA TERRA";43,00;16,28;29,50;11,21;100,00
"320320 LINHARES";22,63;15,29;52,12;9,96;100,00
"320330 MANTENOPOLIS";38,93;14,58;35,80;10,68;100,00
"320332 MARATAIZES";28,94;14,02;46,19;10,84;100,00
"320334 MARECHAL FLORIANO";27,14;16,46;41,92;14,48;100,00
"320335 MARILANDIA";30,64;14,76;38,44;16,16;100,00
"320340 MIMOSO DO SUL";31,47;17,78;39,95;10,80;100,00
"320350 MONTANHA";32,04;19,23;38,71;10,02;100,00
"320360 MUCURICI";34,70;19,04;39,09;7,16;100,00
"320370 MUNIZ FREIRE";39,27;15,91;33,28;11,54;100,00
"320380 MUQUI";24,74;14,77;45,52;14,96;100,00
"320390 NOVA VENECIA";29,48;14,13;48,10;8,29;100,00
"320400 PANCAS";37,60;12,55;39,25;10,60;100,00
"320405 PEDRO CANARIO";35,09;17,62;38,12;9,17;100,00
"320410 PINHEIROS";32,87;18,09;38,89;10,15;100,00
"320420 PIUMA";19,87;17,17;53,24;9,72;100,00
"320425 PONTO BELO";34,20;14,11;41,75;9,93;100,00
"320430 PRESIDENTE KENNEDY";34,73;14,70;37,69;12,88;100,00
"320435 RIO BANANAL";36,47;14,83;37,09;11,62;100,00
"320440 RIO NOVO DO SUL";27,77;16,09;43,31;12,84;100,00
"320450 SANTA LEOPOLDINA";37,88;14,48;30,13;17,51;100,00
"320455 SANTA MARIA DE JETIBA";36,98;11,73;33,50;17,79;100,00
"320460 SANTA TERESA";29,53;13,65;45,07;11,74;100,00
"320465 SAO DOMINGOS DO NORTE";30,76;18,47;39,78;10,99;100,00
"320470 SAO GABRIEL DA PALHA";29,51;16,32;44,59;9,58;100,00
"320480 SAO JOSE DO CALCADO";30,08;19,64;43,64;6,64;100,00
"320490 SAO MATEUS";22,11;13,77;55,16;8,95;100,00
"320495 SAO ROQUE DO CANAA";33,11;12,70;37,21;16,98;100,00
"320500 SERRA";16,49;13,96;59,76;9,79;100,00
"320501 SOORETAMA";28,30;17,78;38,88;15,04;100,00
"320503 VARGEM ALTA";32,51;19,79;35,85;11,84;100,00
"320506 VENDA NOVA DO IMIGRANTE";23,67;16,40;48,84;11,10;100,00
"320510 VIANA";24,68;17,59;46,99;10,74;100,00
"320515 VILA PAVAO";36,13;13,64;39,69;10,54;100,00
"320517 VILA VALERIO";38,48;15,80;36,00;9,72;100,00
"320520 VILA VELHA";12,14;10,91;70,07;6,88;100,00
"320530 VITORIA";9,02;8,05;77,63;5,30;100,00
"330010 ANGRA DOS REIS";19,04;16,17;53,42;11,36;100,00
"330015 APERIBE";25,03;12,67;50,81;11,49;100,00
"330020 ARARUAMA";21,80;14,31;54,22;9,68;100,00
"330022 AREAL";21,41;19,98;45,56;13,05;100,00
"330023 ARMACAO DOS BUZIOS";17,66;16,02;56,00;10,32;100,00
"330025 ARRAIAL DO CABO";15,31;14,74;61,12;8,83;100,00
"330030 BARRA DO PIRAI";15,64;16,23;58,86;9,27;100,00
"330040 BARRA MANSA";17,87;16,30;56,72;9,11;100,00
"330045 BELFORD ROXO";19,99;16,46;52,16;11,39;100,00
"330050 BOM JARDIM";32,31;16,81;35,38;15,49;100,00
"330060 BOM JESUS DO ITABAPOANA";24,69;13,68;53,50;8,12;100,00
"330070 CABO FRIO";15,83;15,41;58,87;9,89;100,00
"330080 CACHOEIRAS DE MACACU";24,43;14,72;50,31;10,54;100,00
"330090 CAMBUCI";32,61;11,99;44,57;10,83;100,00
"330093 CARAPEBUS";20,44;13,20;50,92;15,44;100,00
"330095 COMENDADOR LEVY GASPARIAN";22,58;20,49;48,67;8,25;100,00
"330100 CAMPOS DOS GOYTACAZES";21,31;14,02;54,09;10,58;100,00
"330110 CANTAGALO";25,42;13,23;48,91;12,44;100,00
"330115 CARDOSO MOREIRA";37,91;13,50;39,65;8,94;100,00
"330120 CARMO";21,71;16,23;50,16;11,89;100,00
"330130 CASIMIRO DE ABREU";18,45;15,22;55,84;10,48;100,00
"330140 CONCEICAO DE MACABU";20,87;16,31;53,53;9,28;100,00
"330150 CORDEIRO";18,58;15,18;55,54;10,70;100,00
"330160 DUAS BARRAS";27,60;19,98;37,50;14,92;100,00
"330170 DUQUE DE CAXIAS";18,38;14,75;55,77;11,09;100,00
"330180 ENGENHEIRO PAULO DE FRONTIN";19,14;14,98;55,05;10,82;100,00
"330185 GUAPIMIRIM";23,34;16,06;50,67;9,93;100,00
"330187 IGUABA GRANDE";16,01;11,37;63,67;8,95;100,00
"330190 ITABORAI";20,91;16,57;50,78;11,74;100,00
"330200 ITAGUAI";19,75;14,65;54,74;10,86;100,00
"330205 ITALVA";29,58;13,00;46,22;11,20;100,00
"330210 ITAOCARA";29,65;11,63;47,72;10,99;100,00
"330220 ITAPERUNA";24,83;12,54;52,71;9,92;100,00
"330225 ITATIAIA";19,91;13,74;57,49;8,86;100,00
"330227 JAPERI";24,76;17,76;45,81;11,67;100,00
"330230 LAJE DO MURIAE";27,24;16,30;41,89;14,57;100,00
"330240 MACAE";14,49;11,51;65,19;8,81;100,00
"330245 MACUCO";29,41;12,69;49,80;8,10;100,00
"330250 MAGE";20,54;15,73;53,27;10,45;100,00
"330260 MANGARATIBA";15,49;14,43;59,69;10,39;100,00
"330270 MARICA";15,49;12,96;63,91;7,64;100,00
"330280 MENDES";17,95;13,77;59,67;8,61;100,00
"330285 MESQUITA";13,20;14,58;63,63;8,59;100,00
"330290 MIGUEL PEREIRA";22,14;14,82;55,16;7,88;100,00
"330300 MIRACEMA";20,68;12,46;55,31;11,55;100,00
"330310 NATIVIDADE";22,41;12,76;53,59;11,24;100,00
"330320 NILOPOLIS";10,71;12,59;69,09;7,60;100,00
"330330 NITEROI";8,78;8,07;77,51;5,64;100,00
"330340 NOVA FRIBURGO";19,70;14,07;53,60;12,63;100,00
"330350 NOVA IGUACU";17,31;14,70;57,79;10,20;100,00
"330360 PARACAMBI";19,06;12,19;57,70;11,05;100,00
"330370 PARAIBA DO SUL";20,67;17,24;51,46;10,63;100,00
"330380 PARATY";25,53;14,99;49,15;10,33;100,00
"330385 PATY DO ALFERES";35,35;14,95;38,10;11,60;100,00
"330390 PETROPOLIS";19,37;15,02;55,34;10,27;100,00
"330395 PINHEIRAL";18,99;14,89;54,93;11,18;100,00
"330400 PIRAI";22,26;14,67;53,09;9,98;100,00
"330410 PORCIUNCULA";28,71;14,15;47,16;9,97;100,00
"330411 PORTO REAL";19,03;19,39;52,39;9,18;100,00
"330412 QUATIS";23,34;17,12;49,35;10,19;100,00
"330414 QUEIMADOS";21,12;16,47;51,43;10,97;100,00
"330415 QUISSAMA";23,03;16,23;49,48;11,26;100,00
"330420 RESENDE";14,32;12,71;64,64;8,33;100,00
"330430 RIO BONITO";23,86;14,33;52,10;9,70;100,00
"330440 RIO CLARO";32,46;16,44;41,33;9,77;100,00
"330450 RIO DAS FLORES";24,49;18,81;44,48;12,22;100,00
