 Escolaridade da população de 15 anos ou mais - Brasil
Distrib população p/escolarid por Município e Escolaridade
Período:2000
"Município";"Menos de 1 ano de estudo";"1 a 3 anos de estudo";"4 a 7 anos de estudo";"8 anos e mais de estudo";"Alfabetização de adultos";"Não determinada";"Total"
"314470 NOVA ERA";8,49;15,32;37,37;38,76;-;0,06;100,00
"314480 NOVA LIMA";4,27;10,04;38,44;46,02;0,12;1,12;100,00
"314490 NOVA MODICA";29,29;19,79;25,56;23,74;0,14;1,47;100,00
"314500 NOVA PONTE";8,69;16,89;45,54;28,30;-;0,58;100,00
"314505 NOVA PORTEIRINHA";19,84;26,20;31,83;21,83;-;0,29;100,00
"314510 NOVA RESENDE";12,28;27,81;37,66;21,58;0,09;0,58;100,00
"314520 NOVA SERRANA";7,11;19,05;45,47;28,16;-;0,20;100,00
"314530 NOVO CRUZEIRO";30,58;30,73;26,06;11,95;0,06;0,62;100,00
"314535 NOVO ORIENTE DE MINAS";38,36;28,91;19,16;11,97;0,23;1,37;100,00
"314537 NOVORIZONTE";25,91;30,13;31,80;11,33;-;0,82;100,00
"314540 OLARIA";15,53;30,89;34,49;17,72;0,12;1,24;100,00
"314545 OLHOS-D'AGUA";31,26;22,78;31,63;13,78;-;0,56;100,00
"314550 OLIMPIO NORONHA";17,50;18,57;39,48;23,49;-;0,96;100,00
"314560 OLIVEIRA";7,38;16,68;46,46;28,52;0,08;0,89;100,00
"314570 OLIVEIRA FORTES";19,09;18,71;41,79;18,90;0,25;1,27;100,00
"314580 ONCA DE PITANGUI";15,31;16,50;46,70;21,49;-;-;100,00
"314585 ORATORIOS";16,26;22,42;42,29;18,68;-;0,35;100,00
"314587 ORIZANIA";21,38;24,62;38,74;14,66;0,51;0,09;100,00
"314590 OURO BRANCO";6,71;11,44;31,77;48,61;0,05;1,42;100,00
"314600 OURO FINO";10,97;17,54;35,50;35,16;0,16;0,67;100,00
"314610 OURO PRETO";5,60;13,36;36,62;43,45;0,11;0,85;100,00
"314620 OURO VERDE DE MINAS";29,56;27,93;24,84;17,05;0,12;0,49;100,00
"314625 PADRE CARVALHO";36,20;27,59;23,44;12,64;-;0,13;100,00
"314630 PADRE PARAISO";23,72;28,81;31,12;15,95;-;0,40;100,00
"314640 PAINEIRAS";12,08;27,67;42,63;17,42;0,11;0,08;100,00
"314650 PAINS";8,35;17,75;41,61;31,35;-;0,93;100,00
"314655 PAI PEDRO";36,12;25,01;24,55;13,25;-;1,08;100,00
"314660 PAIVA";8,97;23,80;33,97;33,09;0,16;-;100,00
"314670 PALMA";13,25;17,08;36,30;31,26;0,34;1,76;100,00
"314675 PALMOPOLIS";27,98;20,91;33,57;17,24;-;0,29;100,00
"314690 PAPAGAIOS";13,84;20,27;40,75;23,94;0,06;1,15;100,00
"314700 PARACATU";10,73;18,92;33,43;35,28;0,27;1,36;100,00
"314710 PARA DE MINAS";5,33;15,12;43,01;35,70;0,09;0,76;100,00
"314720 PARAGUACU";7,99;13,81;44,80;32,60;0,06;0,75;100,00
"314730 PARAISOPOLIS";10,62;17,43;36,42;34,69;0,29;0,56;100,00
"314740 PARAOPEBA";6,97;17,60;41,98;33,11;0,15;0,20;100,00
"314750 PASSABEM";9,07;33,17;35,86;21,05;0,71;0,14;100,00
"314760 PASSA QUATRO";7,15;18,52;37,83;35,71;0,09;0,70;100,00
"314770 PASSA TEMPO";9,10;25,10;39,98;25,31;0,06;0,44;100,00
"314780 PASSA-VINTE";13,91;22,00;40,58;21,93;-;1,58;100,00
"314790 PASSOS";8,18;15,01;37,35;38,60;0,10;0,75;100,00
"314795 PATIS";27,90;29,11;31,61;11,07;-;0,31;100,00
"314800 PATOS DE MINAS";7,03;13,52;36,29;42,16;0,07;0,94;100,00
"314810 PATROCINIO";8,32;17,49;37,09;36,43;0,05;0,61;100,00
"314820 PATROCINIO DO MURIAE";13,01;14,77;42,03;29,54;0,36;0,30;100,00
"314830 PAULA CANDIDO";11,07;27,23;39,29;20,86;0,33;1,22;100,00
"314840 PAULISTAS";21,35;23,35;29,08;24,04;0,24;1,94;100,00
"314850 PAVAO";32,91;19,67;26,56;19,86;-;1,00;100,00
"314860 PECANHA";21,55;26,23;28,86;21,08;0,12;2,15;100,00
"314870 PEDRA AZUL";24,04;23,02;26,56;26,12;0,08;0,19;100,00
"314875 PEDRA BONITA";18,55;31,11;36,04;13,31;0,33;0,65;100,00
"314880 PEDRA DO ANTA";17,63;28,53;35,08;18,09;-;0,67;100,00
"314890 PEDRA DO INDAIA";17,79;16,24;39,71;25,23;0,28;0,76;100,00
"314900 PEDRA DOURADA";16,43;25,59;34,83;23,14;-;-;100,00
"314910 PEDRALVA";11,29;21,92;41,70;24,06;0,25;0,77;100,00
"314915 PEDRAS DE MARIA DA CRUZ";24,01;25,17;34,26;16,23;-;0,33;100,00
"314920 PEDRINOPOLIS";7,90;18,97;31,80;39,25;-;2,09;100,00
"314930 PEDRO LEOPOLDO";6,04;12,66;38,85;41,70;0,03;0,74;100,00
"314940 PEDRO TEIXEIRA";15,91;24,70;31,36;26,21;1,21;0,61;100,00
"314950 PEQUERI";8,48;18,92;34,78;36,78;0,77;0,27;100,00
"314960 PEQUI";7,32;18,14;39,50;33,83;0,30;0,90;100,00
"314970 PERDIGAO";7,90;20,24;41,17;30,42;-;0,26;100,00
"314980 PERDIZES";10,11;23,68;39,24;26,01;0,17;0,78;100,00
"314990 PERDOES";9,27;16,85;38,42;34,96;-;0,50;100,00
"314995 PERIQUITO";20,05;18,36;34,07;26,40;0,33;0,79;100,00
"315000 PESCADOR";21,39;22,42;28,65;26,81;-;0,73;100,00
"315010 PIAU";15,37;16,21;47,00;21,41;-;-;100,00
"315015 PIEDADE DE CARATINGA";22,85;22,80;39,27;14,57;-;0,51;100,00
"315020 PIEDADE DE PONTE NOVA";17,01;28,65;32,57;20,52;-;1,26;100,00
"315030 PIEDADE DO RIO GRANDE";18,08;25,19;37,91;18,61;0,19;0,03;100,00
"315040 PIEDADE DOS GERAIS";15,22;34,10;35,57;14,38;-;0,72;100,00
"315050 PIMENTA";8,83;23,03;43,11;23,92;-;1,11;100,00
"315053 PINGO-D'AGUA";16,17;23,72;37,56;22,14;0,11;0,30;100,00
"315057 PINTOPOLIS";17,88;31,34;32,23;18,38;-;0,16;100,00
"315060 PIRACEMA";12,75;30,56;39,27;17,42;-;-;100,00
"315070 PIRAJUBA";9,87;21,13;38,40;29,66;-;0,94;100,00
"315080 PIRANGA";15,17;31,54;35,05;17,49;-;0,76;100,00
"315090 PIRANGUCU";13,38;24,25;34,60;26,23;0,14;1,40;100,00
"315100 PIRANGUINHO";9,70;21,46;37,69;30,42;-;0,73;100,00
"315110 PIRAPETINGA";12,29;18,67;38,30;29,94;0,18;0,63;100,00
"315120 PIRAPORA";8,67;15,11;33,13;41,99;0,06;1,04;100,00
"315130 PIRAUBA";12,90;15,30;42,51;28,36;0,25;0,68;100,00
"315140 PITANGUI";8,53;14,42;42,13;34,66;0,20;0,06;100,00
"315150 PIUMHI";8,51;17,16;38,78;34,66;0,18;0,71;100,00
"315160 PLANURA";13,14;17,64;36,85;32,17;-;0,20;100,00
"315170 POCO FUNDO";9,71;21,36;46,26;20,84;0,42;1,41;100,00
"315180 POCOS DE CALDAS";5,98;11,55;34,75;46,70;0,22;0,80;100,00
"315190 POCRANE";20,67;25,06;33,04;20,27;0,22;0,74;100,00
"315200 POMPEU";11,51;27,11;38,62;22,16;0,21;0,39;100,00
"315210 PONTE NOVA";8,38;15,70;37,61;37,63;0,13;0,54;100,00
"315213 PONTO CHIQUE";18,09;25,72;33,77;21,42;-;1,01;100,00
"315217 PONTO DOS VOLANTES";32,13;24,64;28,07;13,23;0,10;1,82;100,00
"315220 PORTEIRINHA";26,04;23,95;28,12;20,99;0,12;0,78;100,00
"315230 PORTO FIRME";14,20;29,11;37,01;19,50;0,10;0,07;100,00
"315240 POTE";26,19;25,11;29,02;19,32;-;0,36;100,00
"315250 POUSO ALEGRE";5,53;11,68;34,11;47,82;0,12;0,73;100,00
"315260 POUSO ALTO";9,89;21,44;41,12;26,60;-;0,95;100,00
"315270 PRADOS";8,46;22,44;45,53;22,93;0,14;0,50;100,00
"315280 PRATA";11,79;21,53;39,59;26,20;-;0,88;100,00
"315290 PRATAPOLIS";12,18;17,33;39,20;31,03;-;0,26;100,00
"315300 PRATINHA";7,73;20,81;51,11;18,86;-;1,49;100,00
"315310 PRESIDENTE BERNARDES";11,50;31,88;34,41;17,44;0,95;3,82;100,00
"315320 PRESIDENTE JUSCELINO";17,96;22,77;35,76;19,80;0,20;3,51;100,00
"315330 PRESIDENTE KUBITSCHEK";16,80;29,02;29,38;23,54;0,35;0,91;100,00
"315340 PRESIDENTE OLEGARIO";14,33;19,71;38,83;26,40;-;0,74;100,00
"315350 ALTO JEQUITIBA";12,38;17,25;38,21;31,16;0,18;0,82;100,00
"315360 PRUDENTE DE MORAIS";7,83;14,08;40,92;36,59;-;0,59;100,00
"315370 QUARTEL GERAL";20,00;23,02;39,37;17,34;-;0,27;100,00
"315380 QUELUZITO";11,70;19,17;44,48;24,65;-;-;100,00
"315390 RAPOSOS";7,90;9,80;39,75;40,71;0,28;1,56;100,00
"315400 RAUL SOARES";16,48;23,86;34,10;24,46;0,10;1,00;100,00
"315410 RECREIO";13,88;19,19;37,12;29,33;-;0,48;100,00
"315415 REDUTO";16,48;26,29;39,81;17,14;-;0,27;100,00
"315420 RESENDE COSTA";7,70;18,01;46,68;26,66;0,15;0,80;100,00
"315430 RESPLENDOR";18,11;21,13;30,34;29,59;0,14;0,67;100,00
"315440 RESSAQUINHA";8,14;27,29;41,30;23,00;-;0,28;100,00
"315445 RIACHINHO";15,05;24,43;38,62;21,59;-;0,31;100,00
"315450 RIACHO DOS MACHADOS";27,02;31,91;25,23;15,27;0,40;0,17;100,00
"315460 RIBEIRAO DAS NEVES";8,69;15,89;43,71;30,98;0,05;0,67;100,00
"315470 RIBEIRAO VERMELHO";6,09;13,90;42,76;37,07;-;0,18;100,00
"315480 RIO ACIMA";8,51;17,46;47,33;25,13;0,43;1,15;100,00
"315490 RIO CASCA";13,30;21,15;40,11;24,90;0,13;0,42;100,00
"315500 RIO DOCE";13,00;19,57;37,81;28,42;0,42;0,78;100,00
"315510 RIO DO PRADO";31,08;23,53;28,42;16,24;-;0,73;100,00
"315520 RIO ESPERA";13,97;27,34;43,34;14,43;0,33;0,59;100,00
"315530 RIO MANSO";13,89;32,72;36,37;15,73;0,15;1,14;100,00
"315540 RIO NOVO";10,67;14,63;37,13;37,29;0,08;0,19;100,00
"315550 RIO PARANAIBA";9,50;21,24;46,02;22,44;0,09;0,70;100,00
"315560 RIO PARDO DE MINAS";31,28;26,90;28,57;12,71;0,04;0,50;100,00
"315570 RIO PIRACICABA";9,39;24,81;38,65;25,61;0,03;1,52;100,00
"315580 RIO POMBA";12,22;15,71;37,71;33,81;0,22;0,33;100,00
"315590 RIO PRETO";12,83;21,83;31,86;33,21;-;0,26;100,00
"315600 RIO VERMELHO";30,13;21,21;32,25;15,51;0,04;0,85;100,00
"315610 RITAPOLIS";10,59;29,34;38,29;20,84;-;0,95;100,00
"315620 ROCHEDO DE MINAS";9,43;19,90;45,73;24,57;0,37;-;100,00
"315630 RODEIRO";9,09;18,00;42,25;29,98;0,48;0,20;100,00
"315640 ROMARIA";8,56;16,55;42,71;32,19;-;-;100,00
"315645 ROSARIO DA LIMEIRA";19,18;22,33;41,10;17,17;-;0,22;100,00
"315650 RUBELITA";25,64;31,35;26,49;15,68;-;0,84;100,00
"315660 RUBIM";28,11;24,88;27,72;18,03;0,20;1,07;100,00
"315670 SABARA";6,91;12,91;38,68;40,58;0,05;0,87;100,00
"315680 SABINOPOLIS";16,96;24,49;33,54;24,34;-;0,67;100,00
"315690 SACRAMENTO";10,97;15,90;39,16;33,38;-;0,59;100,00
"315700 SALINAS";20,14;22,04;34,10;22,88;0,03;0,81;100,00
"315710 SALTO DA DIVISA";28,90;28,17;26,41;16,01;-;0,51;100,00
"315720 SANTA BARBARA";8,31;19,62;34,09;37,32;-;0,66;100,00
"315725 SANTA BARBARA DO LESTE";14,58;29,99;38,27;16,76;-;0,39;100,00
"315727 SANTA BARBARA DO MONTE VERDE";18,46;18,46;32,24;25,00;0,29;5,55;100,00
"315730 SANTA BARBARA DO TUGURIO";16,88;26,88;37,81;18,09;0,14;0,20;100,00
"315733 SANTA CRUZ DE MINAS";7,32;15,38;43,70;32,92;0,16;0,52;100,00
"315737 SANTA CRUZ DE SALINAS";32,94;27,02;28,47;11,57;-;-;100,00
"315740 SANTA CRUZ DO ESCALVADO";16,32;28,32;42,58;11,90;-;0,88;100,00
"315750 SANTA EFIGENIA DE MINAS";23,03;29,28;34,33;13,01;-;0,34;100,00
"315760 SANTA FE DE MINAS";23,43;25,12;23,43;24,07;-;3,94;100,00
"315765 SANTA HELENA DE MINAS";33,47;17,89;22,98;22,71;-;2,94;100,00
"315770 SANTA JULIANA";6,74;18,90;42,03;31,83;-;0,49;100,00
"315780 SANTA LUZIA";6,77;12,76;42,34;37,40;0,10;0,63;100,00
"315790 SANTA MARGARIDA";11,39;27,13;40,25;20,03;0,64;0,57;100,00
"315800 SANTA MARIA DE ITABIRA";16,08;24,51;34,19;24,71;0,07;0,43;100,00
"315810 SANTA MARIA DO SALTO";28,84;28,35;26,20;16,31;0,14;0,16;100,00
"315820 SANTA MARIA DO SUACUI";27,55;21,84;27,78;20,78;0,14;1,92;100,00
"315830 SANTANA DA VARGEM";12,19;19,18;35,01;33,24;0,09;0,28;100,00
"315840 SANTANA DE CATAGUASES";16,52;14,45;38,85;29,82;0,16;0,20;100,00
"315850 SANTANA DE PIRAPAMA";18,04;25,32;35,22;20,72;0,23;0,47;100,00
"315860 SANTANA DO DESERTO";14,23;21,55;38,42;25,36;0,15;0,29;100,00
"315870 SANTANA DO GARAMBEU";17,12;23,06;31,73;27,53;-;0,56;100,00
"315880 SANTANA DO JACARE";20,16;22,75;33,25;23,47;0,13;0,25;100,00
"315890 SANTANA DO MANHUACU";20,99;22,84;34,86;20,98;0,05;0,27;100,00
"315895 SANTANA DO PARAISO";14,81;20,34;36,21;28,10;0,08;0,46;100,00
"315900 SANTANA DO RIACHO";20,18;22,85;37,60;18,92;-;0,46;100,00
"315910 SANTANA DOS MONTES";14,11;29,46;39,61;15,79;0,64;0,39;100,00
"315920 SANTA RITA DE CALDAS";10,98;22,52;37,52;27,89;0,11;0,99;100,00
"315930 SANTA RITA DE JACUTINGA";13,83;19,96;36,88;28,72;0,20;0,41;100,00
"315935 SANTA RITA DE MINAS";19,77;23,10;37,05;19,82;-;0,27;100,00
"315940 SANTA RITA DE IBITIPOCA";17,76;22,04;39,69;19,74;0,44;0,33;100,00
"315950 SANTA RITA DO ITUETO";21,39;27,17;34,48;16,62;0,12;0,24;100,00
"315960 SANTA RITA DO SAPUCAI";10,22;13,86;34,09;40,91;0,03;0,89;100,00
"315970 SANTA ROSA DA SERRA";16,74;15,00;37,40;30,85;-;-;100,00
"315980 SANTA VITORIA";14,46;24,09;34,26;27,12;-;0,07;100,00
"315990 SANTO ANTONIO DO AMPARO";13,22;20,49;37,22;28,54;0,08;0,45;100,00
"316000 SANTO ANTONIO DO AVENTUREIRO";12,49;23,53;42,90;20,75;-;0,33;100,00
"316010 SANTO ANTONIO DO GRAMA";18,66;27,66;37,84;15,58;-;0,26;100,00
"316020 SANTO ANTONIO DO ITAMBE";30,88;27,07;27,93;13,34;0,25;0,53;100,00
"316030 SANTO ANTONIO DO JACINTO";33,24;24,95;27,45;13,80;0,15;0,41;100,00
"316040 SANTO ANTONIO DO MONTE";7,85;17,87;41,29;32,09;0,36;0,54;100,00
"316045 SANTO ANTONIO DO RETIRO";38,07;23,32;30,83;7,31;0,24;0,22;100,00
"316050 SANTO ANTONIO DO RIO ABAIXO";15,38;32,08;28,18;24,36;-;-;100,00
"316060 SANTO HIPOLITO";15,12;28,24;36,30;19,48;-;0,87;100,00
"316070 SANTOS DUMONT";8,84;14,22;36,87;39,66;0,07;0,33;100,00
"316080 SAO BENTO ABADE";14,48;23,76;38,98;21,43;-;1,35;100,00
"316090 SAO BRAS DO SUACUI";9,34;21,33;41,52;27,61;-;0,20;100,00
"316095 SAO DOMINGOS DAS DORES";12,39;28,77;42,31;16,11;0,15;0,27;100,00
"316100 SAO DOMINGOS DO PRATA";9,69;27,87;37,42;24,22;0,13;0,66;100,00
"316105 SAO FELIX DE MINAS";32,99;17,90;31,34;17,57;-;0,21;100,00
"316110 SAO FRANCISCO";20,54;24,25;30,56;24,06;0,03;0,56;100,00
"316120 SAO FRANCISCO DE PAULA";12,25;24,89;41,91;20,12;0,19;0,64;100,00
"316130 SAO FRANCISCO DE SALES";14,24;20,64;35,55;29,36;-;0,21;100,00
"316140 SAO FRANCISCO DO GLORIA";17,90;17,68;41,45;21,68;0,27;1,01;100,00
"316150 SAO GERALDO";15,61;21,94;40,08;21,12;0,19;1,06;100,00
"316160 SAO GERALDO DA PIEDADE";22,23;27,65;33,96;15,21;-;0,95;100,00
"316165 SAO GERALDO DO BAIXIO";24,92;19,92;35,04;18,97;0,50;0,65;100,00
"316170 SAO GONCALO DO ABAETE";11,46;23,00;42,46;22,30;-;0,78;100,00
"316180 SAO GONCALO DO PARA";7,48;21,39;45,12;24,81;0,42;0,78;100,00
"316190 SAO GONCALO DO RIO ABAIXO";11,48;26,84;37,38;23,36;-;0,94;100,00
"316200 SAO GONCALO DO SAPUCAI";9,60;18,29;38,87;32,67;0,03;0,54;100,00
"316210 SAO GOTARDO";9,47;18,93;40,07;30,62;-;0,92;100,00
"316220 SAO JOAO BATISTA DO GLORIA";12,51;20,89;40,39;25,62;0,24;0,35;100,00
"316225 SAO JOAO DA LAGOA";20,26;32,11;30,61;15,79;-;1,22;100,00
"316230 SAO JOAO DA MATA";9,04;25,93;43,11;21,78;-;0,15;100,00
"316240 SAO JOAO DA PONTE";27,71;31,53;28,01;10,90;0,44;1,40;100,00
"316245 SAO JOAO DAS MISSOES";34,51;26,94;28,78;9,42;0,05;0,30;100,00
"316250 SAO JOAO DEL REI";5,83;11,88;39,92;41,88;0,03;0,46;100,00
"316255 SAO JOAO DO MANHUACU";15,88;23,25;41,33;19,48;-;0,07;100,00
"316257 SAO JOAO DO MANTENINHA";24,87;16,28;34,88;23,05;-;0,93;100,00
"316260 SAO JOAO DO ORIENTE";19,61;20,69;34,36;24,84;0,10;0,39;100,00
"316265 SAO JOAO DO PACUI";36,58;24,17;24,22;11,85;-;3,18;100,00
"316270 SAO JOAO DO PARAISO";39,58;20,40;24,64;12,89;0,56;1,94;100,00
"316280 SAO JOAO EVANGELISTA";20,34;22,35;30,94;25,82;0,21;0,35;100,00
"316290 SAO JOAO NEPOMUCENO";7,83;13,39;44,16;33,69;0,25;0,69;100,00
"316292 SAO JOAQUIM DE BICAS";10,59;20,76;42,44;25,28;-;0,92;100,00
"316294 SAO JOSE DA BARRA";7,31;13,20;42,25;36,77;0,16;0,30;100,00
"316295 SAO JOSE DA LAPA";6,89;14,33;39,16;38,41;0,10;1,11;100,00
"316300 SAO JOSE DA SAFIRA";23,29;28,71;27,56;20,45;-;-;100,00
"316310 SAO JOSE DA VARGINHA";5,44;21,48;46,70;25,76;-;0,62;100,00
"316320 SAO JOSE DO ALEGRE";10,67;19,57;37,34;31,30;0,69;0,43;100,00
"316330 SAO JOSE DO DIVINO";26,93;18,95;26,42;25,79;0,12;1,81;100,00
"316340 SAO JOSE DO GOIABAL";13,97;22,61;38,64;24,79;-;-;100,00
"316350 SAO JOSE DO JACURI";16,30;29,41;33,13;20,22;0,09;0,84;100,00
"316360 SAO JOSE DO MANTIMENTO";21,39;22,73;33,94;21,94;-;-;100,00
"316370 SAO LOURENCO";6,37;13,07;35,05;45,13;-;0,39;100,00
"316380 SAO MIGUEL DO ANTA";11,50;29,12;38,31;20,08;0,34;0,65;100,00
"316390 SAO PEDRO DA UNIAO";16,01;26,89;33,48;22,87;0,24;0,51;100,00
"316400 SAO PEDRO DOS FERROS";14,33;24,29;33,42;27,29;-;0,66;100,00
"316410 SAO PEDRO DO SUACUI";21,30;28,14;31,76;17,52;-;1,29;100,00
"316420 SAO ROMAO";24,30;19,75;27,96;27,75;-;0,23;100,00
"316430 SAO ROQUE DE MINAS";10,16;23,99;41,11;23,11;0,65;0,98;100,00
"316440 SAO SEBASTIAO DA BELA VISTA";15,20;20,52;39,61;24,22;-;0,45;100,00
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";13,72;25,36;40,40;17,73;-;2,80;100,00
"316447 SAO SEBASTIAO DO ANTA";20,55;26,92;38,37;12,99;-;1,16;100,00
"316450 SAO SEBASTIAO DO MARANHAO";26,34;27,95;28,26;16,61;0,22;0,62;100,00
"316460 SAO SEBASTIAO DO OESTE";12,55;22,65;42,52;20,36;0,29;1,64;100,00
"316470 SAO SEBASTIAO DO PARAISO";7,86;17,10;37,07;37,30;0,07;0,61;100,00
"316480 SAO SEBASTIAO DO RIO PRETO";12,51;23,67;40,90;22,77;-;0,15;100,00
"316490 SAO SEBASTIAO DO RIO VERDE";11,84;14,36;41,16;32,58;-;0,07;100,00
"316500 SAO TIAGO";8,67;21,79;42,48;26,83;0,05;0,17;100,00
"316510 SAO TOMAS DE AQUINO";12,83;20,61;37,61;28,64;0,10;0,21;100,00
"316520 SAO THOME DAS LETRAS";16,39;23,31;37,05;22,93;-;0,33;100,00
"316530 SAO VICENTE DE MINAS";10,64;19,20;35,83;33,61;0,14;0,57;100,00
"316540 SAPUCAI-MIRIM";15,05;22,85;35,98;25,51;-;0,61;100,00
"316550 SARDOA";17,86;28,14;28,30;25,38;-;0,32;100,00
"316553 SARZEDO";7,67;16,90;40,62;33,91;-;0,90;100,00
"316555 SETUBINHA";40,99;22,08;26,03;10,73;-;0,17;100,00
"316556 SEM-PEIXE";15,35;23,42;42,48;17,97;-;0,78;100,00
"316557 SENADOR AMARAL";17,89;28,56;33,76;19,06;-;0,74;100,00
"316560 SENADOR CORTES";14,92;23,52;42,43;18,36;-;0,76;100,00
"316570 SENADOR FIRMINO";13,75;20,23;37,14;27,48;0,86;0,53;100,00
"316580 SENADOR JOSE BENTO";15,04;20,34;38,21;25,59;-;0,81;100,00
"316590 SENADOR MODESTINO GONCALVES";23,75;25,44;27,66;22,10;-;1,05;100,00
"316600 SENHORA DE OLIVEIRA";11,72;34,26;35,57;18,37;-;0,07;100,00
"316610 SENHORA DO PORTO";22,83;31,55;32,23;12,78;-;0,60;100,00
"316620 SENHORA DOS REMEDIOS";17,07;24,14;40,33;17,44;0,40;0,62;100,00
"316630 SERICITA";20,02;33,26;30,27;15,94;0,08;0,42;100,00
"316640 SERITINGA";14,01;25,10;36,26;23,44;0,40;0,79;100,00
"316650 SERRA AZUL DE MINAS";23,97;30,98;28,33;14,89;-;1,83;100,00
"316660 SERRA DA SAUDADE";17,77;14,70;40,87;26,66;-;-;100,00
"316670 SERRA DOS AIMORES";22,63;20,01;28,62;28,07;0,39;0,28;100,00
"316680 SERRA DO SALITRE";10,58;21,46;40,91;26,81;0,05;0,20;100,00
"316690 SERRANIA";14,92;20,45;36,95;27,45;0,09;0,13;100,00
"316695 SERRANOPOLIS DE MINAS";31,26;32,09;22,41;12,40;-;1,84;100,00
"316700 SERRANOS";13,90;30,64;33,49;21,42;-;0,54;100,00
"316710 SERRO";21,05;30,70;27,59;19,89;0,08;0,70;100,00
"316720 SETE LAGOAS";5,60;11,85;37,67;44,11;0,08;0,69;100,00
"316730 SILVEIRANIA";13,61;25,72;31,28;27,75;1,64;-;100,00
"316740 SILVIANOPOLIS";14,74;20,76;38,97;24,83;0,23;0,48;100,00
"316750 SIMAO PEREIRA";12,19;25,24;36,89;24,27;-;1,41;100,00
"316760 SIMONESIA";16,34;24,39;37,36;21,69;-;0,22;100,00
"316770 SOBRALIA";22,98;19,33;35,75;20,96;0,18;0,80;100,00
"316780 SOLEDADE DE MINAS";10,41;16,13;39,44;33,77;-;0,24;100,00
"316790 TABULEIRO";16,48;25,42;34,07;23,43;0,24;0,36;100,00
"316800 TAIOBEIRAS";23,73;23,77;30,02;21,28;0,05;1,14;100,00
"316805 TAPARUBA";17,06;23,41;31,80;27,31;-;0,42;100,00
"316810 TAPIRA";11,39;23,52;38,18;26,00;-;0,91;100,00
"316820 TAPIRAI";11,80;27,79;37,10;22,96;-;0,36;100,00
"316830 TAQUARACU DE MINAS";7,49;30,89;40,77;20,77;-;0,08;100,00
"316840 TARUMIRIM";17,65;20,53;37,33;22,53;0,56;1,40;100,00
"316850 TEIXEIRAS";12,72;23,14;40,01;23,55;0,15;0,42;100,00
"316860 TEOFILO OTONI";15,41;17,01;31,01;35,95;0,10;0,52;100,00
"316870 TIMOTEO";5,96;10,63;31,44;51,31;0,06;0,60;100,00
"316880 TIRADENTES";8,98;15,64;44,14;30,77;0,14;0,33;100,00
"316890 TIROS";14,28;19,30;43,02;23,15;0,07;0,19;100,00
"316900 TOCANTINS";11,19;15,48;45,82;26,33;0,15;1,03;100,00
"316905 TOCOS DO MOJI";8,84;23,64;43,77;22,38;-;1,37;100,00
"316910 TOLEDO";18,91;29,40;35,73;13,87;0,40;1,69;100,00
"316920 TOMBOS";13,78;14,71;37,63;33,55;-;0,33;100,00
"316930 TRES CORACOES";8,40;14,20;37,13;39,53;0,07;0,67;100,00
"316935 TRES MARIAS";9,60;14,80;34,74;39,70;0,05;1,10;100,00
"316940 TRES PONTAS";11,37;18,01;35,34;35,02;0,04;0,23;100,00
"316950 TUMIRITINGA";25,10;22,27;36,83;15,61;-;0,20;100,00
"316960 TUPACIGUARA";10,97;20,99;35,96;31,37;0,04;0,66;100,00
"316970 TURMALINA";19,98;26,42;32,44;21,05;-;0,12;100,00
"316980 TURVOLANDIA";14,06;28,48;35,92;21,53;-;-;100,00
"316990 UBA";8,36;13,56;41,48;35,81;0,14;0,65;100,00
"317000 UBAI";22,55;29,46;29,75;17,50;0,18;0,55;100,00
"317005 UBAPORANGA";18,27;17,13;43,61;20,19;0,29;0,51;100,00
"317010 UBERABA";6,34;12,09;32,88;48,13;0,09;0,47;100,00
"317020 UBERLANDIA";5,16;11,56;31,39;51,26;0,06;0,58;100,00
"317030 UMBURATIBA";27,57;27,57;24,40;18,18;0,49;1,80;100,00
"317040 UNAI";12,21;19,79;33,54;33,92;0,11;0,43;100,00
"317043 UNIAO DE MINAS";16,80;23,41;34,86;24,19;0,15;0,60;100,00
"317047 URUANA DE MINAS";17,58;26,40;39,26;15,70;-;1,06;100,00
"317050 URUCANIA";12,81;25,55;38,36;22,54;0,31;0,43;100,00
"317052 URUCUIA";21,64;24,32;36,39;17,36;-;0,29;100,00
"317057 VARGEM ALEGRE";19,46;22,23;33,10;24,74;0,13;0,33;100,00
"317060 VARGEM BONITA";11,98;17,76;41,60;27,95;-;0,72;100,00
"317065 VARGEM GRANDE DO RIO PARDO";30,33;33,23;23,46;12,80;-;0,18;100,00
"317070 VARGINHA";6,36;11,91;31,31;49,70;0,18;0,53;100,00
"317075 VARJAO DE MINAS";12,74;17,93;44,34;24,99;-;-;100,00
"317080 VARZEA DA PALMA";14,36;19,32;33,62;31,07;0,04;1,60;100,00
"317090 VARZELANDIA";29,39;24,31;28,01;15,50;0,27;2,53;100,00
"317100 VAZANTE";9,64;14,72;36,74;37,42;0,51;0,98;100,00
"317103 VERDELANDIA";32,99;30,72;29,29;6,08;0,27;0,65;100,00
"317107 VEREDINHA";27,82;24,85;23,82;21,70;0,88;0,94;100,00
"317110 VERISSIMO";15,42;17,78;45,61;20,96;-;0,23;100,00
"317115 VERMELHO NOVO";12,93;27,34;38,24;21,40;-;0,09;100,00
"317120 VESPASIANO";7,51;14,04;41,48;35,88;0,03;1,07;100,00
