 Escolaridade da população de 15 anos ou mais - Brasil
Distrib população p/escolarid por Município e Escolaridade
Período:1991
"Município";"Menos de 1 ano de estudo";"1 a 3 anos de estudo";"4 a 7 anos de estudo";"8 anos e mais de estudo";"Não determinada";"Total"
"350330 ARARAS";11,51;19,22;39,69;29,58;-;100,00
"350340 AREALVA";20,53;24,11;41,13;14,23;-;100,00
"350350 AREIAS";21,12;29,92;31,35;17,60;-;100,00
"350360 AREIOPOLIS";24,02;26,04;39,67;10,14;0,13;100,00
"350370 ARIRANHA";16,62;24,83;39,93;18,52;0,09;100,00
"350380 ARTUR NOGUEIRA";14,14;21,46;41,05;23,04;0,31;100,00
"350390 ARUJA";14,63;16,89;42,06;26,42;-;100,00
"350400 ASSIS";11,85;15,99;36,42;35,69;0,06;100,00
"350410 ATIBAIA";13,57;20,22;37,36;28,80;0,06;100,00
"350420 AURIFLAMA";14,94;23,09;32,32;29,66;-;100,00
"350430 AVAI";18,02;25,47;41,86;14,66;-;100,00
"350440 AVANHANDAVA";15,95;25,17;39,24;19,64;-;100,00
"350450 AVARE";11,66;21,16;37,88;29,27;0,04;100,00
"350460 BADY BASSITT";16,82;19,43;39,06;24,65;0,05;100,00
"350470 BALBINOS";23,20;24,26;27,68;24,85;-;100,00
"350480 BALSAMO";19,10;22,93;36,20;20,89;0,88;100,00
"350490 BANANAL";17,80;28,30;34,67;19,23;-;100,00
"350500 BARAO DE ANTONINA";23,79;23,18;35,10;17,93;-;100,00
"350510 BARBOSA";19,61;25,55;35,92;18,39;0,54;100,00
"350520 BARIRI";13,18;20,68;36,53;29,61;-;100,00
"350530 BARRA BONITA";13,38;18,90;36,79;30,87;0,06;100,00
"350540 BARRA DO TURVO";35,42;27,28;28,05;9,25;-;100,00
"350550 BARRETOS";11,39;16,04;40,53;31,94;0,09;100,00
"350560 BARRINHA";16,96;28,13;42,15;12,77;-;100,00
"350570 BARUERI";12,37;16,96;41,70;28,92;0,05;100,00
"350580 BASTOS";17,52;18,78;39,39;24,23;0,09;100,00
"350590 BATATAIS";13,08;19,52;38,25;29,06;0,09;100,00
"350600 BAURU";8,89;12,76;35,97;42,23;0,15;100,00
"350610 BEBEDOURO";12,12;19,22;39,63;28,68;0,35;100,00
"350620 BENTO DE ABREU";18,76;17,23;38,63;25,38;-;100,00
"350630 BERNARDINO DE CAMPOS";15,46;22,74;36,24;25,56;-;100,00
"350640 BILAC";16,68;20,93;32,95;29,45;-;100,00
"350650 BIRIGUI";12,84;16,29;38,02;32,83;0,02;100,00
"350660 BIRITIBA-MIRIM";21,38;19,90;32,58;26,06;0,09;100,00
"350670 BOA ESPERANCA DO SUL";21,35;26,32;37,36;14,97;-;100,00
"350680 BOCAINA";17,03;24,41;38,07;20,49;-;100,00
"350690 BOFETE";19,26;29,03;36,48;15,23;-;100,00
"350700 BOITUVA";14,34;19,05;37,53;28,93;0,15;100,00
"350710 BOM JESUS DOS PERDOES";17,32;22,74;41,32;18,61;-;100,00
"350720 BORA";30,55;21,10;22,86;24,18;1,32;100,00
"350730 BORACEIA";19,90;25,12;36,03;18,74;0,21;100,00
"350740 BORBOREMA";16,34;29,64;37,09;16,67;0,26;100,00
"350750 BOTUCATU";9,12;15,89;35,70;39,27;0,03;100,00
"350760 BRAGANCA PAULISTA";13,77;19,54;36,75;29,90;0,04;100,00
"350770 BRAUNA";17,43;24,88;33,79;23,77;0,13;100,00
"350780 BRODOWSKI";13,96;23,25;40,43;22,36;-;100,00
"350790 BROTAS";16,91;22,85;37,53;22,71;-;100,00
"350800 BURI";20,54;31,65;33,54;14,27;-;100,00
"350810 BURITAMA";19,50;20,95;34,17;25,38;-;100,00
"350820 BURITIZAL";10,38;25,04;38,68;25,90;-;100,00
"350830 CABRALIA PAULISTA";15,17;25,94;40,59;18,30;-;100,00
"350840 CABREUVA";19,72;28,65;35,53;16,10;-;100,00
"350850 CACAPAVA";8,85;16,51;39,85;34,74;0,05;100,00
"350860 CACHOEIRA PAULISTA";10,77;16,91;36,92;35,29;0,11;100,00
"350870 CACONDE";17,56;28,15;36,98;17,12;0,19;100,00
"350880 CAFELANDIA";16,86;22,01;36,02;25,12;-;100,00
"350890 CAIABU";20,88;22,79;38,93;17,40;-;100,00
"350900 CAIEIRAS";11,38;13,58;45,98;29,06;-;100,00
"350910 CAIUA";21,01;25,73;33,46;19,81;-;100,00
"350920 CAJAMAR";14,69;21,14;42,79;21,38;-;100,00
"350930 CAJOBI";16,56;23,99;42,80;16,60;0,04;100,00
"350940 CAJURU";11,82;24,68;38,03;25,46;-;100,00
"350950 CAMPINAS";8,34;11,95;35,37;44,24;0,10;100,00
"350960 CAMPO LIMPO PAULISTA";12,46;16,82;43,81;26,88;0,03;100,00
"350970 CAMPOS DO JORDAO";12,96;20,72;42,16;24,16;-;100,00
"350980 CAMPOS NOVOS PAULISTA";18,22;26,99;38,01;16,79;-;100,00
"350990 CANANEIA";17,92;19,67;40,17;22,24;-;100,00
"351000 CANDIDO MOTA";17,90;23,98;34,60;23,51;-;100,00
"351010 CANDIDO RODRIGUES";22,72;23,64;35,52;18,11;-;100,00
"351020 CAPAO BONITO";20,05;32,21;30,56;17,17;-;100,00
"351030 CAPELA DO ALTO";16,77;27,63;38,97;16,53;0,10;100,00
"351040 CAPIVARI";13,94;19,91;37,16;28,99;-;100,00
"351050 CARAGUATATUBA";13,91;17,55;40,42;28,07;0,05;100,00
"351060 CARAPICUIBA";11,86;15,45;45,88;26,76;0,05;100,00
"351070 CARDOSO";21,86;19,66;35,69;22,79;-;100,00
"351080 CASA BRANCA";14,61;19,12;31,95;34,32;-;100,00
"351090 CASSIA DOS COQUEIROS";20,91;20,53;33,67;24,89;-;100,00
"351100 CASTILHO";20,37;19,63;37,35;22,64;-;100,00
"351110 CATANDUVA";13,42;17,71;36,94;31,90;0,03;100,00
"351120 CATIGUA";17,72;27,04;40,39;14,85;-;100,00
"351130 CEDRAL";17,46;19,92;40,82;21,72;0,07;100,00
"351140 CERQUEIRA CESAR";16,03;25,16;35,26;23,48;0,07;100,00
"351150 CERQUILHO";9,15;21,62;40,93;28,29;-;100,00
"351160 CESARIO LANGE";11,75;25,32;38,43;24,49;-;100,00
"351170 CHARQUEADA";11,94;21,83;45,47;20,76;-;100,00
"351190 CLEMENTINA";22,99;16,33;35,62;25,05;-;100,00
"351200 COLINA";14,55;23,21;39,19;23,05;-;100,00
"351210 COLOMBIA";19,62;22,68;41,41;16,29;-;100,00
"351220 CONCHAL";17,51;28,18;35,03;19,28;-;100,00
"351230 CONCHAS";12,18;22,65;36,59;28,57;-;100,00
"351240 CORDEIROPOLIS";10,78;20,27;42,24;26,70;-;100,00
"351250 COROADOS";21,91;23,02;35,31;19,76;-;100,00
"351260 CORONEL MACEDO";22,84;31,23;33,83;12,10;-;100,00
"351270 CORUMBATAI";15,43;23,57;42,92;18,08;-;100,00
"351280 COSMOPOLIS";11,89;20,03;45,21;22,85;0,02;100,00
"351290 COSMORAMA";22,24;19,96;39,28;18,52;-;100,00
"351300 COTIA";14,20;15,93;40,32;29,42;0,13;100,00
"351310 CRAVINHOS";13,21;21,46;40,22;25,11;-;100,00
"351320 CRISTAIS PAULISTA";20,65;26,96;36,88;15,51;-;100,00
"351330 CRUZALIA";13,90;19,85;34,11;32,00;0,14;100,00
"351340 CRUZEIRO";7,72;14,13;42,12;35,98;0,05;100,00
"351350 CUBATAO";13,04;16,64;38,61;31,61;0,09;100,00
"351360 CUNHA";20,83;33,09;33,80;12,29;-;100,00
"351370 DESCALVADO";11,58;23,39;36,65;28,38;-;100,00
"351380 DIADEMA";12,85;15,83;43,26;28,01;0,05;100,00
"351390 DIVINOLANDIA";16,67;27,86;39,58;15,89;-;100,00
"351400 DOBRADA";20,45;28,65;36,52;14,39;-;100,00
"351410 DOIS CORREGOS";15,72;22,45;37,18;24,53;0,11;100,00
"351420 DOLCINOPOLIS";22,60;27,86;27,60;21,95;-;100,00
"351430 DOURADO";17,10;21,82;35,99;25,09;-;100,00
"351440 DRACENA";16,88;16,01;32,79;34,32;-;100,00
"351450 DUARTINA";21,27;16,24;32,37;30,12;-;100,00
"351460 DUMONT";14,73;21,63;38,48;25,16;-;100,00
"351470 ECHAPORA";20,86;19,88;33,59;25,68;-;100,00
"351480 ELDORADO";24,45;22,51;34,94;18,11;-;100,00
"351490 ELIAS FAUSTO";17,25;30,31;39,18;13,26;-;100,00
"351500 EMBU DAS ARTES";14,67;19,00;44,25;22,02;0,06;100,00
"351510 EMBU-GUACU";16,45;19,95;40,97;22,62;-;100,00
"351518 ESPIRITO SANTO DO PINHAL";13,84;19,71;34,64;31,77;0,05;100,00
"351520 ESTRELA D'OESTE";19,97;21,65;34,58;23,80;-;100,00
"351530 ESTRELA DO NORTE";18,97;20,80;36,17;24,06;-;100,00
"351540 FARTURA";15,73;25,01;37,37;21,89;-;100,00
"351550 FERNANDOPOLIS";16,29;16,47;34,71;32,53;-;100,00
"351560 FERNANDO PRESTES";18,54;21,78;41,08;18,60;-;100,00
"351570 FERRAZ DE VASCONCELOS";14,10;17,12;45,02;23,73;0,03;100,00
"351580 FLORA RICA";29,09;16,47;29,33;25,11;-;100,00
"351590 FLOREAL";15,63;20,58;37,17;26,61;-;100,00
"351600 FLORIDA PAULISTA";23,27;18,96;33,79;23,98;-;100,00
"351610 FLORINIA";22,34;18,50;40,70;18,46;-;100,00
"351620 FRANCA";8,56;16,82;41,53;33,02;0,07;100,00
"351630 FRANCISCO MORATO";15,71;21,00;45,72;17,55;0,02;100,00
"351640 FRANCO DA ROCHA";16,05;17,47;42,42;23,98;0,08;100,00
"351650 GABRIEL MONTEIRO";19,26;20,40;34,74;25,60;-;100,00
"351660 GALIA";25,45;26,18;29,62;18,74;-;100,00
"351670 GARCA";18,36;19,02;34,96;27,66;-;100,00
"351680 GASTAO VIDIGAL";23,10;20,95;34,73;21,22;-;100,00
"351690 GENERAL SALGADO";20,36;17,97;37,29;24,28;0,10;100,00
"351700 GETULINA";19,20;22,43;34,96;23,34;0,07;100,00
"351710 GLICERIO";18,58;24,82;35,39;21,21;-;100,00
"351720 GUAICARA";16,21;19,03;39,36;25,40;-;100,00
"351730 GUAIMBE";18,44;19,79;37,43;24,35;-;100,00
"351740 GUAIRA";14,64;23,39;39,22;22,75;-;100,00
"351750 GUAPIACU";18,65;21,80;40,98;18,57;-;100,00
"351760 GUAPIARA";26,18;40,17;24,36;9,22;0,06;100,00
"351770 GUARA";17,07;25,75;35,58;21,61;-;100,00
"351780 GUARACAI";20,14;20,01;34,80;25,05;-;100,00
"351790 GUARACI";18,98;24,74;37,60;18,68;-;100,00
"351800 GUARANI D'OESTE";22,94;17,00;39,10;20,96;-;100,00
"351810 GUARANTA";18,73;25,12;38,04;18,11;-;100,00
"351820 GUARARAPES";16,02;18,09;35,15;30,74;-;100,00
"351830 GUARAREMA";17,81;23,66;31,64;26,77;0,12;100,00
"351840 GUARATINGUETA";8,45;16,54;37,32;37,66;0,04;100,00
"351850 GUAREI";16,90;41,09;26,18;15,84;-;100,00
"351860 GUARIBA";22,68;22,63;36,04;18,65;-;100,00
"351870 GUARUJA";12,98;16,49;41,85;28,65;0,03;100,00
"351880 GUARULHOS";11,72;14,38;40,76;33,08;0,05;100,00
"351890 GUZOLANDIA";28,14;23,59;34,76;13,50;-;100,00
"351900 HERCULANDIA";19,50;25,30;35,96;19,25;-;100,00
"351910 IACANGA";17,47;22,32;37,07;23,14;-;100,00
"351920 IACRI";21,23;21,27;36,52;20,98;-;100,00
"351930 IBATE";16,23;26,59;40,81;16,36;-;100,00
"351940 IBIRA";18,02;19,70;40,73;21,54;-;100,00
"351950 IBIRAREMA";17,17;25,87;36,59;20,27;0,10;100,00
"351960 IBITINGA";14,23;22,87;37,49;25,41;-;100,00
"351970 IBIUNA";22,77;28,75;36,14;12,29;0,04;100,00
"351980 ICEM";16,59;19,16;39,11;25,13;-;100,00
"351990 IEPE";22,34;21,67;36,95;19,04;-;100,00
"352000 IGARACU DO TIETE";18,18;27,03;40,02;14,76;-;100,00
"352010 IGARAPAVA";13,26;23,45;34,58;28,72;-;100,00
"352020 IGARATA";21,67;27,83;33,77;16,73;-;100,00
"352030 IGUAPE";18,10;19,85;37,42;24,52;0,11;100,00
"352040 ILHABELA";15,96;20,34;37,44;26,26;-;100,00
"352050 INDAIATUBA";11,51;17,51;43,05;27,87;0,06;100,00
"352060 INDIANA";18,21;18,62;37,52;25,65;-;100,00
"352070 INDIAPORA";18,38;19,16;33,99;28,47;-;100,00
"352080 INUBIA PAULISTA";16,45;19,99;41,57;21,99;-;100,00
"352090 IPAUSSU";16,13;23,01;40,29;20,57;-;100,00
"352100 IPERO";12,96;18,55;43,97;24,53;-;100,00
"352110 IPEUNA";15,72;26,55;38,36;19,37;-;100,00
"352120 IPORANGA";27,93;30,53;29,30;12,24;-;100,00
"352130 IPUA";16,05;26,68;38,07;19,19;-;100,00
"352140 IRACEMAPOLIS";12,26;15,67;44,29;27,65;0,14;100,00
"352150 IRAPUA";24,04;27,15;33,38;15,43;-;100,00
"352160 IRAPURU";23,73;18,75;31,95;25,57;-;100,00
"352170 ITABERA";16,94;38,24;30,48;14,34;-;100,00
"352180 ITAI";19,36;30,72;34,09;15,83;-;100,00
"352190 ITAJOBI";15,41;28,77;37,29;18,53;-;100,00
"352200 ITAJU";14,18;27,05;39,56;19,22;-;100,00
"352210 ITANHAEM";15,17;16,49;38,76;29,58;-;100,00
"352220 ITAPECERICA DA SERRA";15,76;18,25;40,18;25,76;0,04;100,00
"352230 ITAPETININGA";11,16;20,50;36,73;31,55;0,05;100,00
"352240 ITAPEVA";15,71;28,03;32,95;23,29;0,03;100,00
"352250 ITAPEVI";18,31;16,27;45,26;20,11;0,05;100,00
"352260 ITAPIRA";15,01;22,68;37,91;24,32;0,09;100,00
"352270 ITAPOLIS";14,77;26,75;36,31;22,17;-;100,00
"352280 ITAPORANGA";21,52;28,95;35,39;14,14;-;100,00
"352290 ITAPUI";15,00;23,86;39,74;21,40;-;100,00
"352300 ITAPURA";20,90;19,52;36,48;22,85;0,24;100,00
"352310 ITAQUAQUECETUBA";15,80;19,93;44,48;19,76;0,03;100,00
"352320 ITARARE";16,02;28,04;36,46;19,45;0,03;100,00
"352330 ITARIRI";19,40;24,96;35,86;19,78;-;100,00
"352340 ITATIBA";11,34;19,96;40,43;28,20;0,08;100,00
"352350 ITATINGA";20,00;26,04;34,42;19,08;0,45;100,00
"352360 ITIRAPINA";14,40;22,07;36,66;26,49;0,38;100,00
"352370 ITIRAPUA";19,41;21,99;43,26;15,33;-;100,00
"352380 ITOBI";13,75;28,17;39,05;19,03;-;100,00
"352390 ITU";12,59;16,73;40,41;30,22;0,06;100,00
"352400 ITUPEVA";18,44;22,73;41,06;17,67;0,11;100,00
"352410 ITUVERAVA";12,63;21,12;36,21;30,04;-;100,00
"352420 JABORANDI";19,84;23,88;40,86;15,42;-;100,00
"352430 JABOTICABAL";12,09;16,92;37,47;33,41;0,10;100,00
"352440 JACAREI";10,88;15,97;39,35;33,75;0,06;100,00
"352450 JACI";17,41;25,26;38,99;18,35;-;100,00
"352460 JACUPIRANGA";24,38;16,36;38,08;21,14;0,04;100,00
"352470 JAGUARIUNA";12,94;18,47;43,97;24,59;0,03;100,00
"352480 JALES";16,80;16,95;36,76;29,47;0,02;100,00
"352490 JAMBEIRO";19,23;22,42;38,79;19,56;-;100,00
"352500 JANDIRA";11,26;17,90;48,43;22,24;0,18;100,00
"352510 JARDINOPOLIS";11,78;23,87;41,00;23,35;-;100,00
"352520 JARINU";15,13;25,79;38,84;20,24;-;100,00
"352530 JAU";12,81;16,96;39,22;30,96;0,04;100,00
"352540 JERIQUARA";17,75;30,87;39,40;11,98;-;100,00
"352550 JOANOPOLIS";21,68;28,99;31,70;17,63;-;100,00
"352560 JOAO RAMALHO";17,24;24,53;40,85;17,39;-;100,00
"352570 JOSE BONIFACIO";17,60;22,60;36,06;23,75;-;100,00
"352580 JULIO MESQUITA";22,94;20,79;36,08;20,19;-;100,00
"352590 JUNDIAI";8,98;14,90;39,56;36,50;0,06;100,00
"352600 JUNQUEIROPOLIS";19,18;17,81;34,47;28,54;-;100,00
"352610 JUQUIA";20,35;19,89;39,59;20,17;-;100,00
"352620 JUQUITIBA";29,56;22,77;31,55;16,04;0,07;100,00
"352630 LAGOINHA";23,16;26,67;36,31;13,86;-;100,00
"352640 LARANJAL PAULISTA";11,60;24,49;36,41;27,41;0,09;100,00
"352650 LAVINIA";19,38;23,79;33,13;23,71;-;100,00
"352660 LAVRINHAS";16,22;25,61;40,32;17,86;-;100,00
"352670 LEME";13,08;23,10;40,61;23,13;0,07;100,00
"352680 LENCOIS PAULISTA";13,10;18,60;41,26;26,98;0,06;100,00
"352690 LIMEIRA";10,45;16,16;40,67;32,62;0,10;100,00
"352700 LINDOIA";17,03;24,63;36,61;21,73;-;100,00
"352710 LINS";13,33;12,43;35,20;39,04;-;100,00
"352720 LORENA";7,87;15,14;38,97;38,02;-;100,00
"352730 LOUVEIRA";14,46;23,24;43,15;19,04;0,11;100,00
"352740 LUCELIA";18,45;16,85;38,15;26,55;-;100,00
"352750 LUCIANOPOLIS";24,84;29,22;32,22;13,73;-;100,00
"352760 LUIS ANTONIO";11,53;24,45;38,42;25,60;-;100,00
"352770 LUIZIANIA";24,30;18,41;37,79;19,49;-;100,00
"352780 LUPERCIO";30,58;17,45;32,34;19,63;-;100,00
"352790 LUTECIA";21,47;28,39;31,05;19,09;-;100,00
"352800 MACATUBA";18,94;22,77;37,01;21,28;-;100,00
"352810 MACAUBAL";18,35;20,26;40,18;21,21;-;100,00
"352820 MACEDONIA";21,30;23,00;41,20;14,51;-;100,00
"352830 MAGDA";18,91;21,60;33,70;25,79;-;100,00
"352840 MAIRINQUE";12,81;13,46;43,47;30,26;-;100,00
"352850 MAIRIPORA";16,03;19,12;36,91;27,95;-;100,00
"352860 MANDURI";13,96;22,42;41,68;21,94;-;100,00
"352870 MARABA PAULISTA";25,88;24,62;34,05;15,45;-;100,00
"352880 MARACAI";17,33;19,18;40,25;23,23;-;100,00
"352890 MARIAPOLIS";26,20;14,80;35,13;23,87;-;100,00
"352900 MARILIA";11,71;14,33;36,04;37,87;0,05;100,00
"352910 MARINOPOLIS";21,78;20,32;38,00;19,90;-;100,00
"352920 MARTINOPOLIS";19,07;19,95;33,47;27,51;-;100,00
"352930 MATAO";13,53;18,82;42,28;25,29;0,08;100,00
"352940 MAUA";11,26;14,39;45,01;29,29;0,04;100,00
"352950 MENDONCA";21,81;21,69;37,02;19,48;-;100,00
"352960 MERIDIANO";21,58;23,99;37,01;17,30;0,11;100,00
"352970 MIGUELOPOLIS";16,81;25,34;37,56;20,28;-;100,00
"352980 MINEIROS DO TIETE";15,37;25,04;35,99;23,59;-;100,00
"352990 MIRACATU";20,16;21,92;38,93;18,83;0,16;100,00
"353000 MIRA ESTRELA";21,81;23,54;38,77;15,87;-;100,00
"353010 MIRANDOPOLIS";18,29;15,73;35,60;30,38;-;100,00
"353020 MIRANTE DO PARANAPANEMA";21,28;20,29;34,80;23,63;-;100,00
"353030 MIRASSOL";14,66;17,72;38,01;29,53;0,08;100,00
"353040 MIRASSOLANDIA";20,85;25,52;40,52;13,11;-;100,00
"353050 MOCOCA";13,17;20,23;36,71;29,81;0,08;100,00
"353060 MOGI DAS CRUZES";11,22;13,94;36,69;38,13;0,03;100,00
"353070 MOGI GUACU";12,02;18,11;42,44;27,39;0,04;100,00
"353080 MOGI MIRIM";11,58;18,48;36,06;33,85;0,02;100,00
"353090 MOMBUCA";18,54;28,16;32,50;20,80;-;100,00
"353100 MONCOES";21,84;19,71;39,48;18,97;-;100,00
"353110 MONGAGUA";12,23;15,31;41,54;30,86;0,06;100,00
"353120 MONTE ALEGRE DO SUL";15,10;22,49;43,59;18,82;-;100,00
"353130 MONTE ALTO";12,42;21,78;39,67;26,13;-;100,00
"353140 MONTE APRAZIVEL";15,83;18,61;36,01;29,55;-;100,00
"353150 MONTE AZUL PAULISTA";15,03;23,87;38,50;22,54;0,07;100,00
"353160 MONTE CASTELO";23,55;19,84;36,43;20,17;-;100,00
"353170 MONTEIRO LOBATO";29,10;25,43;27,80;17,68;-;100,00
"353180 MONTE MOR";16,07;22,22;42,55;19,16;-;100,00
"353190 MORRO AGUDO";19,21;27,84;36,86;16,08;-;100,00
"353200 MORUNGABA";14,50;23,93;40,35;21,23;-;100,00
"353210 MURUTINGA DO SUL";19,11;17,97;31,80;31,12;-;100,00
"353220 NARANDIBA";20,48;28,16;34,47;16,89;-;100,00
"353230 NATIVIDADE DA SERRA";38,79;30,28;22,88;7,91;0,14;100,00
"353240 NAZARE PAULISTA";30,40;26,44;31,14;12,02;-;100,00
"353250 NEVES PAULISTA";19,13;19,63;38,08;23,15;-;100,00
"353260 NHANDEARA";18,50;20,14;32,84;28,46;0,05;100,00
"353270 NIPOA";17,69;33,81;33,07;15,43;-;100,00
"353280 NOVA ALIANCA";16,21;19,10;38,72;25,97;-;100,00
"353290 NOVA EUROPA";15,74;22,91;39,66;21,55;0,14;100,00
"353300 NOVA GRANADA";19,97;20,28;35,37;24,35;0,03;100,00
"353310 NOVA GUATAPORANGA";26,67;20,06;31,84;21,43;-;100,00
"353320 NOVA INDEPENDENCIA";25,72;18,66;32,34;23,27;-;100,00
"353330 NOVA LUZITANIA";22,63;24,89;30,23;22,25;-;100,00
"353340 NOVA ODESSA";9,45;15,54;42,19;32,75;0,06;100,00
"353350 NOVO HORIZONTE";17,59;24,20;33,50;24,72;-;100,00
"353360 NUPORANGA";15,33;27,73;38,18;18,76;-;100,00
"353370 OCAUCU";23,00;26,96;31,06;18,97;-;100,00
"353380 OLEO";13,92;23,85;27,79;34,44;-;100,00
"353390 OLIMPIA";14,03;21,09;36,35;28,50;0,04;100,00
"353400 ONDA VERDE";13,31;28,13;40,31;18,25;-;100,00
"353410 ORIENTE";18,42;17,29;39,01;25,19;0,09;100,00
"353420 ORINDIUVA";11,90;18,29;42,71;27,10;-;100,00
"353430 ORLANDIA";11,26;20,03;38,19;30,51;0,02;100,00
"353440 OSASCO";10,20;13,11;39,84;36,80;0,04;100,00
"353450 OSCAR BRESSANE";24,79;15,90;36,58;22,74;-;100,00
"353460 OSVALDO CRUZ";16,98;16,18;34,78;32,00;0,06;100,00
"353470 OURINHOS";11,19;18,12;38,16;32,50;0,03;100,00
"353480 OURO VERDE";27,60;20,90;36,76;14,74;-;100,00
"353490 PACAEMBU";24,35;15,00;34,88;25,77;-;100,00
"353500 PALESTINA";20,15;19,51;40,14;20,20;-;100,00
"353510 PALMARES PAULISTA";23,07;25,38;40,64;10,71;0,20;100,00
"353520 PALMEIRA D'OESTE";22,54;20,10;36,63;20,73;-;100,00
"353530 PALMITAL";17,50;22,39;34,89;25,18;0,04;100,00
"353540 PANORAMA";16,09;23,00;39,91;20,67;0,32;100,00
"353550 PARAGUACU PAULISTA";16,46;19,18;35,13;29,22;-;100,00
"353560 PARAIBUNA";21,76;27,12;35,21;15,91;-;100,00
"353570 PARAISO";17,00;27,31;37,90;17,70;0,09;100,00
"353580 PARANAPANEMA";19,75;27,52;33,60;19,13;-;100,00
"353590 PARANAPUA";22,62;22,78;33,05;21,32;0,23;100,00
"353600 PARAPUA";21,51;20,35;35,72;22,29;0,13;100,00
"353610 PARDINHO";20,39;28,69;39,14;11,78;-;100,00
"353620 PARIQUERA-ACU";15,10;20,16;38,21;26,54;-;100,00
"353630 PATROCINIO PAULISTA";15,83;24,13;39,87;20,17;-;100,00
"353640 PAULICEIA";19,28;23,52;39,88;17,32;-;100,00
"353650 PAULINIA";11,04;15,07;42,26;31,38;0,26;100,00
"353660 PAULO DE FARIA";16,03;19,12;39,04;25,81;-;100,00
"353670 PEDERNEIRAS";15,69;22,30;36,19;25,82;-;100,00
"353680 PEDRA BELA";23,23;35,87;29,24;11,66;-;100,00
"353690 PEDRANOPOLIS";18,05;20,49;39,68;21,25;0,53;100,00
"353700 PEDREGULHO";14,46;18,98;40,13;26,43;-;100,00
"353710 PEDREIRA";12,73;18,38;42,78;26,07;0,04;100,00
"353720 PEDRO DE TOLEDO";23,25;24,75;31,14;20,87;-;100,00
"353730 PENAPOLIS";13,19;18,89;36,51;31,41;-;100,00
"353740 PEREIRA BARRETO";14,47;15,15;35,20;35,15;0,03;100,00
"353750 PEREIRAS";15,69;21,52;37,62;25,17;-;100,00
"353760 PERUIBE";15,65;15,64;42,62;26,05;0,04;100,00
"353770 PIACATU";23,11;24,31;29,42;23,17;-;100,00
"353780 PIEDADE";20,30;27,67;35,02;16,90;0,12;100,00
"353790 PILAR DO SUL";22,96;28,58;32,09;16,16;0,20;100,00
"353800 PINDAMONHANGABA";9,42;14,80;38,81;36,85;0,12;100,00
"353810 PINDORAMA";19,19;21,94;38,04;20,82;-;100,00
"353820 PINHALZINHO";20,77;26,59;37,90;14,62;0,12;100,00
"353830 PIQUEROBI";22,74;25,07;35,22;16,97;-;100,00
"353850 PIQUETE";7,06;14,75;40,10;38,10;-;100,00
"353860 PIRACAIA";19,58;21,06;39,88;19,47;-;100,00
"353870 PIRACICABA";7,70;15,34;41,18;35,69;0,09;100,00
"353880 PIRAJU";16,11;20,34;35,07;28,44;0,03;100,00
"353890 PIRAJUI";18,23;15,63;36,01;30,02;0,11;100,00
"353900 PIRANGI";15,87;26,34;35,02;22,76;-;100,00
"353910 PIRAPORA DO BOM JESUS";18,83;18,99;42,22;19,96;-;100,00
"353920 PIRAPOZINHO";17,17;16,09;37,74;28,95;0,06;100,00
"353930 PIRASSUNUNGA";9,10;18,11;35,59;37,13;0,07;100,00
"353940 PIRATININGA";16,59;16,67;36,79;29,86;0,09;100,00
"353950 PITANGUEIRAS";18,77;25,78;35,91;19,42;0,12;100,00
"353960 PLANALTO";20,59;25,86;35,27;18,27;-;100,00
"353970 PLATINA";17,42;31,70;37,83;13,05;-;100,00
"353980 POA";10,21;12,58;44,26;32,89;0,06;100,00
"353990 POLONI";20,28;15,69;33,13;30,78;0,12;100,00
"354000 POMPEIA";15,33;17,17;38,05;29,45;-;100,00
"354010 PONGAI";20,27;24,52;32,81;22,40;-;100,00
"354020 PONTAL";17,04;25,50;38,89;18,56;-;100,00
"354030 PONTES GESTAL";19,67;22,08;36,45;21,79;-;100,00
"354040 POPULINA";24,62;20,05;37,58;17,75;-;100,00
"354050 PORANGABA";15,79;26,41;35,95;21,85;-;100,00
"354060 PORTO FELIZ";12,77;21,36;42,35;23,48;0,04;100,00
"354070 PORTO FERREIRA";9,63;19,07;41,03;30,27;-;100,00
"354080 POTIRENDABA";15,88;21,26;40,53;22,32;-;100,00
"354090 PRADOPOLIS";14,44;20,93;40,32;24,31;-;100,00
"354100 PRAIA GRANDE";11,30;15,30;40,13;33,21;0,06;100,00
"354110 PRESIDENTE ALVES";17,02;22,58;37,24;23,15;-;100,00
"354120 PRESIDENTE BERNARDES";20,14;15,85;35,12;28,72;0,17;100,00
"354130 PRESIDENTE EPITACIO";18,23;16,90;36,04;28,81;0,02;100,00
"354140 PRESIDENTE PRUDENTE";10,96;12,57;34,71;41,71;0,04;100,00
"354150 PRESIDENTE VENCESLAU";15,25;17,75;36,24;30,70;0,06;100,00
"354160 PROMISSAO";13,88;20,21;39,42;26,42;0,06;100,00
"354170 QUATA";17,81;25,06;37,25;19,88;-;100,00
"354180 QUEIROZ";26,16;22,91;31,12;19,81;-;100,00
"354190 QUELUZ";13,55;24,70;38,92;22,71;0,12;100,00
"354200 QUINTANA";19,93;21,42;36,68;21,97;-;100,00
"354210 RAFARD";11,61;23,01;43,66;21,72;-;100,00
"354220 RANCHARIA";15,38;18,31;35,62;30,64;0,05;100,00
